129,0,00000000,00000000
129,1165,00000000,00000000
147,1183,00000000,00000000
163,1199,00000000,00000000
179,1215,00000000,00000000
196,1232,00000000,00000000
220,1256,00000000,00000000
267,1303,00000000,00000000
299,1335,00000000,00000000
375,1412,00000000,00000000
442,1479,00000000,00000000
464,1500,00000000,00000000
888,1924,00000000,00000000
918,1954,00000000,00000000
933,1969,00000000,00000000
947,1983,00000000,00000000
963,1999,00000000,00000000
979,2015,00000000,00000000
997,2033,00000000,00000000
1014,2050,00000000,00000000
1030,2066,00000000,00000000
1047,2083,00000000,00000000
1063,2099,00000000,00000000
1080,2116,00000000,00000000
1096,2132,00000000,00000000
1114,2150,00000000,00000000
1130,2166,00000000,00000000
1146,2182,00000000,00000000
1163,2199,00000000,00000000
1179,2216,00000000,00000000
1196,2232,00000000,00000000
1213,2249,00000000,00000000
1230,2266,00000000,00000000
1246,2282,00000000,00000000
1264,2300,00000000,00000000
1281,2318,00000000,00000000
1296,2332,00000000,00000000
1314,2350,00000000,00000000
1329,2366,00000000,00000000
1347,2383,00000000,00000000
1363,2401,00000000,00000000
1398,2434,00000000,00000000
1413,2449,00000000,00000000
1430,2466,00000000,00000000
1447,2483,00000000,00000000
1463,2499,00000000,00000000
1480,2517,00000000,00000000
1496,2532,00000000,00000000
1514,2550,00000000,00000000
1530,2566,00000000,00000000
1547,2583,00000000,00000000
1563,2599,00000000,00000000
1580,2617,00000000,00000000
1602,2638,00000000,00000000
1615,2651,00000000,00000000
1629,2665,00000000,00000000
1647,2683,00000000,00000000
1663,2699,00000000,00000000
1680,2717,00000000,00000000
1696,2732,00000000,00000000
1714,2750,00000000,00000000
1730,2766,00000000,00000000
1747,2783,00000000,00000000
1763,2799,00000000,00000000
1780,2816,00000000,00000000
1797,2833,00000000,00000000
1813,2849,00000000,00000000
1830,2866,00000000,00000000
1846,2882,00000000,00000000
1864,2900,00000000,00000000
1880,2916,00000000,00000000
1897,2933,00000000,00000000
1913,2949,00000000,00000000
1930,2966,00000000,00000000
1946,2982,00000000,00000000
1964,3000,00000000,00000000
1979,3016,00000000,00000000
1997,3033,00000000,00000000
2013,3049,00000000,00000000
2030,3066,00000000,00000000
2046,3082,00000000,00000000
2064,3100,00000000,00000000
2080,3116,00000000,00000000
2097,3133,00000000,00000000
2113,3149,00000000,00000000
2130,3166,00000000,00000000
2146,3182,00000000,00000000
2164,3200,00000000,00000000
2180,3216,00000000,00000000
2196,3232,00000000,00000000
2214,3250,00000000,00000000
2229,3265,00000000,00000000
2246,3282,00000000,00000000
2263,3299,00000001,00000001
2280,3316,00000001,00000000
2297,3333,00000001,00000000
2313,3349,00000101,00000100
2329,3366,00000101,00000000
2347,3383,00000101,00000000
2363,3399,00000101,00000000
2380,3416,00000101,00000000
2397,3433,00000101,00000000
2413,3449,00000101,00000000
2429,3466,00000101,00000000
2447,3483,00000101,00000000
2463,3499,00000101,00000000
2481,3517,00000101,00000000
2514,3550,00000101,00000000
2530,3566,00000101,00000000
2547,3583,00000101,00000000
2564,3600,00000101,00000000
2581,3617,00000101,00000000
2597,3633,00000101,00000000
2613,3649,00000100,00000000
2630,3666,00000100,00000000
2646,3682,00000100,00000000
2664,3700,00000100,00000000
2680,3716,00000100,00000000
2696,3732,00000100,00000000
2715,3751,00000100,00000000
2731,3767,00000100,00000000
2746,3782,00000100,00000000
2764,3800,00000100,00000000
2781,3817,00000100,00000000
2797,3833,00000100,00000000
2813,3850,00000100,00000000
2830,3866,00000100,00000000
2847,3883,00000100,00000000
2863,3899,00000100,00000000
2881,3917,00000100,00000000
2896,3932,00000100,00000000
2914,3950,00000100,00000000
2931,3967,00000100,00000000
2947,3983,00000100,00000000
2964,4000,00000100,00000000
2980,4016,00000000,00000000
2996,4032,00000000,00000000
3014,4050,00000000,00000000
3030,4066,00000000,00000000
3047,4083,00000010,00000010
3063,4099,00000010,00000000
3081,4117,00000010,00000000
3097,4133,00000010,00000000
3114,4150,00000010,00000000
3131,4167,00000010,00000000
3146,4182,00000010,00000000
3164,4200,00000010,00000000
3180,4216,00000010,00000000
3197,4233,00000010,00000000
3213,4249,00000010,00000000
3231,4267,00000010,00000000
